Chapter code,chapter name,Group code,Group name,Type code,Type name,Disease code,Disease name
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C81,Hodgkin s disease,C81.3,Hodgkin s disease: Lymphocytic depletion
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C81,Hodgkin s disease,C81.7,Hodgkin s disease: Other Hodgkin s disease
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C81,Hodgkin s disease,C81.9,"Hodgkin s disease: Hodgkin s disease, unspecified"
II,Neoplasms,C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C82,Follicular [nodular] non-Hodgkin s lymphoma
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C82,Follicular [nodular] non-Hodgkin s lymphoma,C82.0,"Non-Hodgkin s lymphoma: Small cleaved cell, follicular"
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C82,Follicular [nodular] non-Hodgkin s lymphoma,C82.1,"Non-Hodgkin s lymphoma: Mixed small cleaved and large cell, follicular"
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C82,Follicular [nodular] non-Hodgkin s lymphoma,C82.2,"Non-Hodgkin s lymphoma: Large cell, follicular"
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C82,Follicular [nodular] non-Hodgkin s lymphoma,C82.7,Other types of follicular non-Hodgkin s lymphoma
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C82,Follicular [nodular] non-Hodgkin s lymphoma,C82.9,"Follicular non-Hodgkin s lymphoma, unspecified"
II,Neoplasms,C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C83,Diffuse non-Hodgkin s lymphoma
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C83,Diffuse non-Hodgkin s lymphoma,C83.0,Non-Hodgkin s lymphoma: Small cell (diffuse)
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C83,Diffuse non-Hodgkin s lymphoma,C83.1,Non-Hodgkin s lymphoma: Small cleaved cell (diffuse)
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C83,Diffuse non-Hodgkin s lymphoma,C83.2,Non-Hodgkin s lymphoma: Mixed small and large cell (diffuse)
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C83,Diffuse non-Hodgkin s lymphoma,C83.3,Non-Hodgkin s lymphoma: Large cell (diffuse)
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C83,Diffuse non-Hodgkin s lymphoma,C83.4,Non-Hodgkin s lymphoma: Immunoblastic (diffuse)
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C83,Diffuse non-Hodgkin s lymphoma,C83.5,Non-Hodgkin s lymphoma: Lymphoblastic (diffuse)
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C83,Diffuse non-Hodgkin s lymphoma,C83.6,Non-Hodgkin s lymphoma: Undifferentiated (diffuse)
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C83,Diffuse non-Hodgkin s lymphoma,C83.7,Burkitt s tumour
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C83,Diffuse non-Hodgkin s lymphoma,C83.8,Other types of diffuse non-Hodgkin s lymphoma
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C83,Diffuse non-Hodgkin s lymphoma,C83.9,"Diffuse non-Hodgkin s lymphoma, unspecified"
II,Neoplasms,C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C84,Peripheral and cutaneous T-cell lymphomas
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C84,Peripheral and cutaneous T-cell lymphomas,C84.0,Mycosis fungoides
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C84,Peripheral and cutaneous T-cell lymphomas,C84.1,Sézary s disease
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C84,Peripheral and cutaneous T-cell lymphomas,C84.2,T-zone lymphoma
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C84,Peripheral and cutaneous T-cell lymphomas,C84.3,Lymphoepithelioid lymphoma
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C84,Peripheral and cutaneous T-cell lymphomas,C84.4,Peripheral T-cell lymphoma
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C84,Peripheral and cutaneous T-cell lymphomas,C84.5,Other and unspecified T-cell lymphomas
II,Neoplasms,C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C85,Other and unspecified types of non-Hodgkin s lymphoma
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C85,Other and unspecified types of non-Hodgkin s lymphoma,C85.0,Lymphosarcoma
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C85,Other and unspecified types of non-Hodgkin s lymphoma,C85.1,"B-cell lymphoma, unspecified"
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C85,Other and unspecified types of non-Hodgkin s lymphoma,C85.7,Other specified types of non-Hodgkin s lymphoma
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C85,Other and unspecified types of non-Hodgkin s lymphoma,C85.9,"Non-Hodgkin s lymphoma, unspecified type"
II,Neoplasms,C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C88,Malignant immunoproliferative diseases
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C88,Malignant immunoproliferative diseases,C88.0,Waldenström s macroglobulinaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C88,Malignant immunoproliferative diseases,C88.1,Alpha heavy chain disease
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C88,Malignant immunoproliferative diseases,C88.2,Gamma heavy chain disease
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C88,Malignant immunoproliferative diseases,C88.3,Immunoproliferative small intestinal disease
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C88,Malignant immunoproliferative diseases,C88.7,Other malignant immunoproliferative diseases
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C88,Malignant immunoproliferative diseases,C88.9,"Malignant immunoproliferative disease, unspecified"
II,Neoplasms,C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C90,Multiple myeloma and malignant plasma cell neoplasms
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C90,Multiple myeloma and malignant plasma cell neoplasms,C90.0,Multiple myeloma
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C90,Multiple myeloma and malignant plasma cell neoplasms,C90.1,Plasma cell leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C90,Multiple myeloma and malignant plasma cell neoplasms,C90.2,"Plasmacytoma, extramedullary"
II,Neoplasms,C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C91,Lymphoid leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C91,Lymphoid leukaemia,C91.0,Acute lymphoblastic leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C91,Lymphoid leukaemia,C91.1,Chronic lymphocytic leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C91,Lymphoid leukaemia,C91.2,Subacute lymphocytic leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C91,Lymphoid leukaemia,C91.3,Prolymphocytic leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C91,Lymphoid leukaemia,C91.4,Hairy-cell leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C91,Lymphoid leukaemia,C91.5,Adult T-cell leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C91,Lymphoid leukaemia,C91.7,Other lymphoid leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C91,Lymphoid leukaemia,C91.9,"Lymphoid leukaemia, unspecified"
II,Neoplasms,C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C92,Myeloid leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C92,Myeloid leukaemia,C92.0,Acute myeloid leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C92,Myeloid leukaemia,C92.1,Chronic myeloid leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C92,Myeloid leukaemia,C92.2,Subacute myeloid leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C92,Myeloid leukaemia,C92.3,Myeloid sarcoma
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C92,Myeloid leukaemia,C92.4,Acute promyelocytic leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C92,Myeloid leukaemia,C92.5,Acute myelomonocytic leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C92,Myeloid leukaemia,C92.7,Other myeloid leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C92,Myeloid leukaemia,C92.9,"Myeloid leukaemia, unspecified"
II,Neoplasms,C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C93,Monocytic leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C93,Monocytic leukaemia,C93.0,Acute monocytic leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C93,Monocytic leukaemia,C93.1,Chronic monocytic leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C93,Monocytic leukaemia,C93.2,Subacute monocytic leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C93,Monocytic leukaemia,C93.7,Other monocytic leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C93,Monocytic leukaemia,C93.9,"Monocytic leukaemia, unspecified"
II,Neoplasms,C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C94,Other leukaemias of specified cell type
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C94,Other leukaemias of specified cell type,C94.0,Acute erythraemia and erythroleukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C94,Other leukaemias of specified cell type,C94.1,Chronic erythraemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C94,Other leukaemias of specified cell type,C94.2,Acute megakaryoblastic leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C94,Other leukaemias of specified cell type,C94.3,Mast cell leukaemia
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C94,Other leukaemias of specified cell type,C94.4,Acute panmyelosis
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C94,Other leukaemias of specified cell type,C94.5,Acute myelofibrosis
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C94,Other leukaemias of specified cell type,C94.7,Other specified leukaemias
II,Neoplasms,C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C95,Leukaemia of unspecified cell type
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C95,Leukaemia of unspecified cell type,C95.0,Acute leukaemia of unspecified cell type
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C95,Leukaemia of unspecified cell type,C95.1,Chronic leukaemia of unspecified cell type
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C95,Leukaemia of unspecified cell type,C95.2,Subacute leukaemia of unspecified cell type
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C95,Leukaemia of unspecified cell type,C95.7,Other leukaemia of unspecified cell type
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C95,Leukaemia of unspecified cell type,C95.9,"Leukaemia, unspecified"
II,Neoplasms,C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue"
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",C96.0,Letterer-Siwe disease
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",C96.1,Malignant histiocytosis
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",C96.2,Malignant mast cell tumour
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",C96.3,True histiocytic lymphoma
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",C96.7,"Other specified malignant neoplasms of lymphoid, haematopoietic and related tissue"
C00-C97,Malignant neoplasms,C81-C96,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",C96.9,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified"
II,Neoplasms,C00-C97,Malignant neoplasms,C97-C97,Malignant neoplasms of independent (primary) multiple sites,C97,Malignant neoplasms of independent (primary) multiple sites
II,Neoplasms,D00-D09,In situ neoplasms,D00,"Carcinoma in situ of oral cavity, oesophagus and stomach",D00.0,"Carcinoma in situ: Lip, oral cavity and pharynx"
II,Neoplasms,D00-D09,In situ neoplasms,D00,"Carcinoma in situ of oral cavity, oesophagus and stomach",D00.1,Carcinoma in situ: Oesophagus
II,Neoplasms,D00-D09,In situ neoplasms,D00,"Carcinoma in situ of oral cavity, oesophagus and stomach",D00.2,Carcinoma in situ: Stomach
II,Neoplasms,D00-D09,In situ neoplasms,D01,Carcinoma in situ of other and unspecified digestive organs,D01.0,Carcinoma in situ: Colon
II,Neoplasms,D00-D09,In situ neoplasms,D01,Carcinoma in situ of other and unspecified digestive organs,D01.1,Carcinoma in situ: Rectosigmoid junction
II,Neoplasms,D00-D09,In situ neoplasms,D01,Carcinoma in situ of other and unspecified digestive organs,D01.2,Carcinoma in situ: Rectum
II,Neoplasms,D00-D09,In situ neoplasms,D01,Carcinoma in situ of other and unspecified digestive organs,D01.3,Carcinoma in situ: Anus and anal canal
II,Neoplasms,D00-D09,In situ neoplasms,D01,Carcinoma in situ of other and unspecified digestive organs,D01.4,Carcinoma in situ: Other and unspecified parts of intestine
II,Neoplasms,D00-D09,In situ neoplasms,D01,Carcinoma in situ of other and unspecified digestive organs,D01.5,"Carcinoma in situ: Liver, gallbladder and bile ducts"
II,Neoplasms,D00-D09,In situ neoplasms,D01,Carcinoma in situ of other and unspecified digestive organs,D01.7,Carcinoma in situ: Other specified digestive organs
II,Neoplasms,D00-D09,In situ neoplasms,D01,Carcinoma in situ of other and unspecified digestive organs,D01.9,"Carcinoma in situ: Digestive organ, unspecified"
II,Neoplasms,D00-D09,In situ neoplasms,D02,Carcinoma in situ of middle ear and respiratory system,D02.0,Carcinoma in situ: Larynx
II,Neoplasms,D00-D09,In situ neoplasms,D02,Carcinoma in situ of middle ear and respiratory system,D02.1,Carcinoma in situ: Trachea
II,Neoplasms,D00-D09,In situ neoplasms,D02,Carcinoma in situ of middle ear and respiratory system,D02.2,Carcinoma in situ: Bronchus and lung
II,Neoplasms,D00-D09,In situ neoplasms,D02,Carcinoma in situ of middle ear and respiratory system,D02.3,Carcinoma in situ: Other parts of respiratory system
II,Neoplasms,D00-D09,In situ neoplasms,D02,Carcinoma in situ of middle ear and respiratory system,D02.4,"Carcinoma in situ: Respiratory system, unspecified"
II,Neoplasms,D00-D09,In situ neoplasms,D03,Melanoma in situ,D03.0,Melanoma in situ of lip
II,Neoplasms,D00-D09,In situ neoplasms,D03,Melanoma in situ,D03.1,"Melanoma in situ of eyelid, including canthus"
II,Neoplasms,D00-D09,In situ neoplasms,D03,Melanoma in situ,D03.2,Melanoma in situ of ear and external auricular canal
II,Neoplasms,D00-D09,In situ neoplasms,D03,Melanoma in situ,D03.3,Melanoma in situ of other and unspecified parts of face
II,Neoplasms,D00-D09,In situ neoplasms,D03,Melanoma in situ,D03.4,Melanoma in situ of scalp and neck
II,Neoplasms,D00-D09,In situ neoplasms,D03,Melanoma in situ,D03.5,Melanoma in situ of trunk
II,Neoplasms,D00-D09,In situ neoplasms,D03,Melanoma in situ,D03.6,"Melanoma in situ of upper limb, including shoulder"
II,Neoplasms,D00-D09,In situ neoplasms,D03,Melanoma in situ,D03.7,"Melanoma in situ of lower limb, including hip"
II,Neoplasms,D00-D09,In situ neoplasms,D03,Melanoma in situ,D03.8,Melanoma in situ of other sites
II,Neoplasms,D00-D09,In situ neoplasms,D03,Melanoma in situ,D03.9,"Melanoma in situ, unspecified"
II,Neoplasms,D00-D09,In situ neoplasms,D04,Carcinoma in situ of skin,D04.0,Carcinoma in situ: Skin of lip
II,Neoplasms,D00-D09,In situ neoplasms,D04,Carcinoma in situ of skin,D04.1,"Carcinoma in situ: Skin of eyelid, including canthus"
II,Neoplasms,D00-D09,In situ neoplasms,D04,Carcinoma in situ of skin,D04.2,Carcinoma in situ: Skin of ear and external auricular canal
II,Neoplasms,D00-D09,In situ neoplasms,D04,Carcinoma in situ of skin,D04.3,Carcinoma in situ: Skin of other and unspecified parts of face
II,Neoplasms,D00-D09,In situ neoplasms,D04,Carcinoma in situ of skin,D04.4,Carcinoma in situ: Skin of scalp and neck
II,Neoplasms,D00-D09,In situ neoplasms,D04,Carcinoma in situ of skin,D04.5,Carcinoma in situ: Skin of trunk
II,Neoplasms,D00-D09,In situ neoplasms,D04,Carcinoma in situ of skin,D04.6,"Carcinoma in situ: Skin of upper limb, including shoulder"
II,Neoplasms,D00-D09,In situ neoplasms,D04,Carcinoma in situ of skin,D04.7,"Carcinoma in situ: Skin of lower limb, including hip"
II,Neoplasms,D00-D09,In situ neoplasms,D04,Carcinoma in situ of skin,D04.8,Carcinoma in situ: Skin of other sites
II,Neoplasms,D00-D09,In situ neoplasms,D04,Carcinoma in situ of skin,D04.9,"Carcinoma in situ: Skin, unspecified"
II,Neoplasms,D00-D09,In situ neoplasms,D05,Carcinoma in situ of breast,D05.0,Lobular carcinoma in situ
II,Neoplasms,D00-D09,In situ neoplasms,D05,Carcinoma in situ of breast,D05.1,Intraductal carcinoma in situ
II,Neoplasms,D00-D09,In situ neoplasms,D05,Carcinoma in situ of breast,D05.7,Other carcinoma in situ of breast
II,Neoplasms,D00-D09,In situ neoplasms,D05,Carcinoma in situ of breast,D05.9,"Carcinoma in situ of breast, unspecified"
II,Neoplasms,D00-D09,In situ neoplasms,D06,Carcinoma in situ of cervix uteri,D06.0,Carcinoma in situ: Endocervix
II,Neoplasms,D00-D09,In situ neoplasms,D06,Carcinoma in situ of cervix uteri,D06.1,Carcinoma in situ: Exocervix
II,Neoplasms,D00-D09,In situ neoplasms,D06,Carcinoma in situ of cervix uteri,D06.7,Carcinoma in situ: Other parts of cervix
II,Neoplasms,D00-D09,In situ neoplasms,D06,Carcinoma in situ of cervix uteri,D06.9,"Carcinoma in situ: Cervix, unspecified"
II,Neoplasms,D00-D09,In situ neoplasms,D07,Carcinoma in situ of other and unspecified genital organs,D07.0,Carcinoma in situ: Endometrium
II,Neoplasms,D00-D09,In situ neoplasms,D07,Carcinoma in situ of other and unspecified genital organs,D07.1,Carcinoma in situ: Vulva
II,Neoplasms,D00-D09,In situ neoplasms,D07,Carcinoma in situ of other and unspecified genital organs,D07.2,Carcinoma in situ: Vagina
II,Neoplasms,D00-D09,In situ neoplasms,D07,Carcinoma in situ of other and unspecified genital organs,D07.3,Carcinoma in situ: Other and unspecified female genital organs
II,Neoplasms,D00-D09,In situ neoplasms,D07,Carcinoma in situ of other and unspecified genital organs,D07.4,Carcinoma in situ: Penis
II,Neoplasms,D00-D09,In situ neoplasms,D07,Carcinoma in situ of other and unspecified genital organs,D07.5,Carcinoma in situ: Prostate
II,Neoplasms,D00-D09,In situ neoplasms,D07,Carcinoma in situ of other and unspecified genital organs,D07.6,Carcinoma in situ: Other and unspecified male genital organs
II,Neoplasms,D00-D09,In situ neoplasms,D09,Carcinoma in situ of other and unspecified sites,D09.0,Carcinoma in situ: Bladder
II,Neoplasms,D00-D09,In situ neoplasms,D09,Carcinoma in situ of other and unspecified sites,D09.1,Carcinoma in situ: Other and unspecified urinary organs
II,Neoplasms,D00-D09,In situ neoplasms,D09,Carcinoma in situ of other and unspecified sites,D09.2,Carcinoma in situ: Eye
II,Neoplasms,D00-D09,In situ neoplasms,D09,Carcinoma in situ of other and unspecified sites,D09.3,Carcinoma in situ: Thyroid and other endocrine glands
II,Neoplasms,D00-D09,In situ neoplasms,D09,Carcinoma in situ of other and unspecified sites,D09.7,Carcinoma in situ of other specified sites
II,Neoplasms,D00-D09,In situ neoplasms,D09,Carcinoma in situ of other and unspecified sites,D09.9,"Carcinoma in situ, unspecified"
II,Neoplasms,D10-D36,Benign neoplasms,D10,Benign neoplasm of mouth and pharynx,D10.0,Benign neoplasm: Lip
II,Neoplasms,D10-D36,Benign neoplasms,D10,Benign neoplasm of mouth and pharynx,D10.1,Benign neoplasm: Tongue
II,Neoplasms,D10-D36,Benign neoplasms,D10,Benign neoplasm of mouth and pharynx,D10.2,Benign neoplasm: Floor of mouth
II,Neoplasms,D10-D36,Benign neoplasms,D10,Benign neoplasm of mouth and pharynx,D10.3,Benign neoplasm: Other and unspecified parts of mouth
II,Neoplasms,D10-D36,Benign neoplasms,D10,Benign neoplasm of mouth and pharynx,D10.4,Benign neoplasm: Tonsil
II,Neoplasms,D10-D36,Benign neoplasms,D10,Benign neoplasm of mouth and pharynx,D10.5,Benign neoplasm: Other parts of oropharynx
II,Neoplasms,D10-D36,Benign neoplasms,D10,Benign neoplasm of mouth and pharynx,D10.6,Benign neoplasm: Nasopharynx
II,Neoplasms,D10-D36,Benign neoplasms,D10,Benign neoplasm of mouth and pharynx,D10.7,Benign neoplasm: Hypopharynx
II,Neoplasms,D10-D36,Benign neoplasms,D10,Benign neoplasm of mouth and pharynx,D10.9,"Benign neoplasm: Pharynx, unspecified"
II,Neoplasms,D10-D36,Benign neoplasms,D11,Benign neoplasm of major salivary glands,D11.0,Benign neoplasm: Parotid gland
II,Neoplasms,D10-D36,Benign neoplasms,D11,Benign neoplasm of major salivary glands,D11.7,Benign neoplasm: Other major salivary glands
